,w_ctx_inaction,w_ctx_departure,w_ctx_review,w_strike_cost,w_strike_vs_passive,w_departure_dampens,w_sack_dampens,w_credibility_signal
w_ctx_inaction,0.07917644434875748,-0.005047565419326055,-0.020430476990354215,0.00038515903046586794,0.009475262456646656,0.0012913673520250813,-3.22224775355897e-05,0.0003343497458321619
w_ctx_departure,-0.005047565419326055,0.05098308922260349,0.006288640872060647,-0.000855651386296775,0.004093351169029889,0.0021207988301873903,-1.490834408469582e-05,0.0006667460107234232
w_ctx_review,-0.020430476990354215,0.006288640872060647,0.027607507977164904,0.00019576538883724054,0.003096586817500162,-0.00028178133166493,-1.8843676409209343e-05,3.970587869644815e-05
w_strike_cost,0.00038515903046586794,-0.000855651386296775,0.00019576538883724054,0.003837044794924244,0.001933130483922821,-0.0021013845332850598,-1.1093414007895446e-05,0.002200138737434495
w_strike_vs_passive,0.009475262456646656,0.004093351169029889,0.003096586817500162,0.001933130483922821,0.07153397499311635,0.0013875504910855773,-7.636657145206757e-05,0.0020950427871457558
w_departure_dampens,0.0012913673520250813,0.0021207988301873903,-0.00028178133166493,-0.0021013845332850598,0.0013875504910855773,0.0074378627764170886,-7.809027225195447e-05,0.0035540927900834106
w_sack_dampens,-3.22224775355897e-05,-1.490834408469582e-05,-1.8843676409209343e-05,-1.1093414007895446e-05,-7.636657145206757e-05,-7.809027225195447e-05,0.00012306514425958467,-3.080132175639357e-05
w_credibility_signal,0.0003343497458321619,0.0006667460107234232,3.970587869644815e-05,0.002200138737434495,0.0020950427871457558,0.0035540927900834106,-3.080132175639357e-05,0.007498993130251575
