date,close,index_close,r_qan,r_mkt,abret
2020-11-27,5.347,6601.1,-0.0018684609322288104,-0.005333345975362391,0.004324113946995266
2020-11-30,5.212,6517.8,-0.025571996703995792,-0.012699406126078117,-0.010883015858229544
2020-12-01,5.299,6588.5,0.016554464248026424,0.010788809317547887,0.0041508868258207324
2020-12-02,5.376,6590.2,0.014426479710223372,0.0002579920643803746,0.014169707596644427
2020-12-03,5.318,6615.3,-0.010847310400020405,0.003801450944944662,-0.015191296649652521
2020-12-04,5.105,6634.1,-0.0408768412041991,0.002837866260678723,-0.04410937757517793
2020-12-07,5.318,6675.0,0.0408768412041991,0.006146190013138764,0.033828308073144464
2020-12-08,5.231,6687.7,-0.01649482843235406,0.0019008140306766563,-0.018646518870086254
2020-12-09,5.192,6728.5,-0.007483484986685163,0.006082217882470431,-0.014458229256179927
2020-12-10,4.999,6683.1,-0.03788108697035564,-0.006770284442659147,-0.03003107075651147
2020-12-11,4.94,6642.6,-0.011872561231601964,-0.006078498645461394,-0.0048204875887683015
2020-12-14,4.911,6660.2,-0.005887744142723861,0.0026460610200960133,-0.00889904213699155
2020-12-15,4.892,6631.3,-0.003876369232181487,-0.004348650723153824,0.001180405715341286
2020-12-16,4.931,6679.2,0.007940589417063215,0.007197356489372808,-0.0003204150945891257
2020-12-17,4.94,6756.7,0.0018235239578421325,0.011536385285086936,-0.01144234738826332
2020-12-18,4.766,6675.5,-0.035857952523280945,-0.012090497334728667,-0.02187131949738673
2020-12-21,4.737,6669.9,-0.006103354734935618,-0.000839240536617325,-0.005094520346930998
2020-12-22,4.65,6599.6,-0.018536804342349722,-0.01059582617624244,-0.006274204610936132
2020-12-23,4.756,6643.1,0.02253975922927043,0.006569680874360273,0.015002749191098914
2020-12-24,4.737,6664.8,-0.0040029548869207066,0.0032612236690496843,-0.007723814233393211
2020-12-29,4.805,6700.3,0.014253018480641089,0.005312355835339844,0.008166274085817335
2020-12-30,4.805,6682.4,0.0,-0.0026750970543432118,0.0031264090414516122
2020-12-31,4.698,6587.1,-0.0225201561855346,-0.014364013498296302,-0.005911128568511611
2021-01-04,4.756,6684.2,0.012270092591814219,0.014633341526497645,-0.004567972973352184
2021-01-05,4.689,6681.9,-0.014187638721086193,-0.0003441542443489709,-0.013749863222299763
2021-01-06,4.659,6607.1,-0.0064185072727895864,-0.011257549847814019,0.0066073597733494575
2021-01-07,4.756,6712.0,0.02060614599387578,0.0157521407693082,0.0024775978141932838
2021-01-08,4.766,6757.9,0.002100399848014911,0.006815221740410493,-0.005719830098310124
2021-01-11,4.756,6697.2,-0.002100399848014911,-0.009022662305065765,0.008347628914939327
2021-01-12,4.679,6679.1,-0.016322566944456218,-0.0027062806675921536,-0.01316018906318446
2021-01-13,4.65,6686.6,-0.00621719228481421,0.0011222757935893668,-0.007470875268435819
2021-01-14,4.65,6715.3,0.0,0.00428298134929328,-0.00489940905597202
2021-01-15,4.727,6715.4,0.016423532211834457,1.489125659936974e-05,0.016447165513286104
2021-01-18,4.659,6663.0,-0.014489918976439808,-0.007833562751740075,-0.005413460949126028
2021-01-19,4.727,6742.6,0.014489918976439808,0.011875773635395603,0.000832579037146548
2021-01-20,4.669,6770.4,-0.012345835822299644,0.004114562157962354,-0.01705098121590322
2021-01-21,4.698,6823.7,0.006191970247921397,0.007841677363895627,-0.002812228265768985
2021-01-22,4.698,6800.4,0.0,-0.0034204127562169617,0.003986095854590438
2021-01-25,4.621,6824.7,-0.016525754348591715,0.0035669500795343367,-0.02059925481460747
2021-01-27,4.485,6780.6,-0.029872636377370032,-0.006482790448949061,-0.022354231042818792
2021-01-28,4.408,6649.7,-0.017317423660146103,-0.019493852743826423,0.005208633669007239
2021-01-29,4.359,6607.4,-0.011178398594357875,-0.006381507803476794,-0.0037768180556527736
2021-02-01,4.379,6663.0,0.004577714563005708,0.008379600515681318,-0.005046953154418915
2021-02-02,4.524,6762.6,0.032576170434612806,0.014837597913549772,0.015502504677465157
2021-02-03,4.553,6824.6,0.006389798098771049,0.009126299800945148,-0.0040961523305401894
2021-02-04,4.563,6765.5,0.0021939455926203166,-0.008697562573333428,0.012266987015816883
2021-02-05,4.592,6840.5,0.0063353570719999475,0.011024659656468927,-0.006340262688418936
2021-02-08,4.621,6880.7,0.006295472870864183,0.005859562577679611,-0.00042244891532202886
2021-02-09,4.679,6821.2,0.012473279995949715,-0.008684981499088806,0.022531809738262555
2021-02-10,4.621,6856.9,-0.012473279995949715,0.005220035102103893,-0.01845353674165683
2021-02-11,4.63,6850.1,0.0019457362100132602,-0.0009921938510029094,0.0031309950944729903
2021-02-12,4.408,6806.7,-0.049135796247529395,-0.006355829491656806,-0.04176383444085934
2021-02-15,4.437,6868.9,0.0065574005461590534,0.009096555749859903,-0.0038942415109777806
2021-02-16,4.553,6917.3,0.025807883955872635,0.007021543115797613,0.01774967195007528
2021-02-17,4.582,6885.2,0.006349227678658753,-0.004651339666509102,0.011755140169414898
2021-02-18,4.553,6885.9,-0.006349227678658753,0.0001016621766734005,-0.0064256805763359195
2021-02-19,4.475,6793.8,-0.01728000462582635,-0.013465411025975982,-0.001707472944372129
2021-02-22,4.669,6780.9,0.042438564261981115,-0.001900595060396526,0.04467162146706087
2021-02-23,4.873,6839.2,0.04276484787256929,0.00856092922437135,0.03293102596811706
2021-02-24,4.853,6777.8,-0.004112693438290016,-0.0090182002096455,0.006330188506232615
2021-02-25,4.94,6834.0,0.0177682607767522,0.008257588172858377,0.00828432859180241
2021-02-26,4.844,6673.3,-0.019624505508985424,-0.023795663491604557,0.007863489376543426
2021-03-01,4.844,6789.6,0.0,0.01727753947183608,-0.01988802425947724
2021-03-02,4.737,6762.3,-0.02233680174923114,-0.004028960799443482,-0.01764877418086085
2021-03-03,4.873,6818.0,0.02830573991975438,0.008203104841824072,0.01888465170965755
2021-03-04,4.921,6760.7,0.00980199802247217,-0.008439738725941837,0.01957765169285736
2021-03-05,4.94,6710.8,0.003853569315990013,-0.007408266075660919,0.0124394675131837
2021-03-08,4.863,6739.6,-0.01570979977818232,0.0042824070679845505,-0.020608546427516583
2021-03-09,4.979,6771.2,0.023573536238396642,0.004677747819640032,0.018218782517105937
2021-03-10,5.008,6714.1,0.005807566137751907,-0.008468531103989818,0.01561643046996071
2021-03-11,5.134,6713.9,0.024848448651151323,-2.9788501640481968e-05,0.02492361796462642
2021-03-12,5.134,6766.8,0.0,0.007848297422896167,-0.009011834442211217
2021-03-15,5.328,6773.0,0.03709085078913921,0.0009158186137678825,0.036075306509055105
2021-03-16,5.309,6827.1,-0.003572439636553515,0.007955865818377816,-0.012708349193341803
2021-03-17,5.279,6795.2,-0.005666807760055237,-0.004683505474275762,-0.0002237935140275522
2021-03-18,5.241,6745.9,-0.007224366021450157,-0.007281567646451492,0.0012153914617307766
2021-03-19,5.183,6708.2,-0.01112828061245974,-0.0056042542678245155,-0.004623225684829149
2021-03-22,5.163,6752.5,-0.003866233310057199,0.0065821480220407125,-0.011417623620147557
2021-03-23,5.047,6745.4,-0.022723798539386886,-0.001052015595732314,-0.02146953806948687
2021-03-24,4.969,6778.8,-0.015575394737941783,0.004939304048178883,-0.021231841339181046
2021-03-25,4.95,6790.6,-0.0038310360395845677,0.0017392077725499888,-0.0057963212148448625
2021-03-26,4.95,6824.2,0.0,0.004935815173830349,-0.005652422347808681
2021-03-29,4.911,6799.5,-0.007909989523491534,-0.003626038016584232,-0.0036867145455556933
2021-03-30,4.844,6738.4,-0.013736761366261563,-0.00902657204786017,-0.003284222897803113
2021-03-31,4.931,6790.7,0.01780098155114329,0.00773152102139818,0.008923843227907211
2021-04-01,4.94,6828.7,0.0018235239578421325,0.005580289676311523,-0.004572269594671318
2021-04-06,5.095,6885.9,0.03089433547485676,0.008341523875161627,0.02131358738190954
2021-04-07,5.231,6928.0,0.026342797713786004,0.00609532866824658,0.019352930765923794
2021-04-08,5.25,6998.8,0.003625612215058416,0.0101675345281933,-0.008061353786777373
2021-04-09,5.279,6995.2,0.0055086092379468266,-0.000514506228299183,0.006142877785015825
2021-04-12,5.154,6974.0,-0.023963573611305966,-0.003035251306569009,-0.020421743479763273
2021-04-13,5.105,6976.9,-0.009552660613544317,0.00041574379312692145,-0.009991391970182699
2021-04-14,5.047,7023.1,-0.011426444258503698,0.006600023958156953,-0.01899845362507309
2021-04-15,5.037,7058.6,-0.0019833405946119154,0.005042015553019752,-0.007758260114169351
2021-04-16,5.018,7063.5,-0.0037792188192828924,0.0006939478118184184,-0.004538845503404687
2021-04-19,4.921,7065.6,-0.01951968606038923,0.0002972588509475571,-0.019821750576263307
2021-04-20,4.853,7017.8,-0.013914691460762185,-0.006788159613206446,-0.006044057073486967
2021-04-21,4.785,6997.5,-0.014111045518161447,-0.0028968361998504832,-0.010728870740297693
2021-04-22,4.853,7055.4,0.014111045518161447,0.00824033866781626,0.004647009830736931
2021-04-23,4.834,7060.7,-0.003922788141787814,0.0007509156564555752,-0.004748124571034234
2021-04-26,4.776,7045.6,-0.012070906190990272,-0.002140888222630366,-0.009560682058740565
2021-04-27,4.747,7033.8,-0.006090536521120127,-0.0016762081854135857,-0.004116299084601933
2021-04-28,4.814,7064.7,0.01401549979169947,0.004383452066207383,0.009000202461509541
2021-04-29,4.844,7082.3,0.006212486329965516,0.002488161317602433,0.0033833182595556085
2021-04-30,4.795,7025.8,-0.010167117355444288,-0.008009625967863698,-0.0008875786405778806
2021-05-03,4.785,7028.8,-0.002087683430483933,0.00042690649973131656,-0.002539290447252123
2021-05-04,4.776,7067.9,-0.0018826488146166387,0.00554741184407348,-0.008240519324923172
2021-05-05,4.659,7095.8,-0.02480254325564135,0.003939653633729279,-0.02930593984479774
2021-05-06,4.592,7061.7,-0.014485173817394337,-0.0048172439969267344,-0.008887898438745049
2021-05-07,4.621,7080.8,0.006295472870864183,0.0027010799522759754,0.0032207131108652996
2021-05-10,4.563,7172.8,-0.01263082994286413,0.012909198746509531,-0.027480177427627914
2021-05-11,4.514,7097.0,-0.01079662354992128,-0.010623934876193175,0.0014983982525977116
2021-05-12,4.359,7044.9,-0.0349410051390886,-0.007368208757103645,-0.02640131118587745
2021-05-13,4.262,6982.7,-0.022504139579830218,-0.008868289322588652,-0.012234172834094779
2021-05-14,4.311,7014.2,0.011431362088572206,0.0045010042480768675,0.006280473813022037
2021-05-17,4.408,7023.6,0.022251176085615887,0.001339241391807633,0.020747233429181677
2021-05-18,4.456,7066.0,0.010830430774369626,0.006018641833914984,0.003929018504237261
2021-05-19,4.379,6931.7,-0.017431114805721792,-0.019189455573469516,0.004743834620223934
2021-05-20,4.534,7019.6,0.034784164266076,0.01260114299383197,0.020290144688161166
2021-05-21,4.592,7030.3,0.012711106931928118,0.0015231428079385267,0.0109950425907262
2021-05-24,4.572,7045.9,-0.004364913084700994,0.0022165082034621975,-0.00688074198972456
2021-05-25,4.563,7115.2,-0.001970443987298953,0.009787453405579072,-0.013219004185777868
2021-05-26,4.524,7092.5,-0.008583743691391366,-0.0031954530734257247,-0.0048571283123863985
2021-05-27,4.543,7094.9,0.0041910285233923705,0.00033832837910985347,0.003841592227084584
2021-05-28,4.659,7179.5,0.02521324605739328,0.011853526672314985,0.01158156694980491
2021-05-31,4.563,7161.6,-0.020820530889394284,-0.0024963230568797456,-0.01790032929502191
2021-06-01,4.563,7142.6,0.0,-0.0026565639705964372,0.0031050319959072285
2021-06-02,4.64,7217.8,0.016734064292898587,0.010473341605379716,0.0046943641262508235
2021-06-03,4.756,7260.1,0.024692612590371477,0.005843405516328559,0.017993327218992647
2021-06-04,4.718,7295.4,-0.00802199784305202,0.004850409701763425,-0.013575908972163382
2021-06-07,4.63,7281.9,-0.018828112887340653,-0.0018521953804135904,-0.01665088245008138
2021-06-08,4.689,7292.6,0.01266247200930648,0.0014683182163910402,0.011009645271003047
2021-06-09,4.659,7270.2,-0.0064185072727895864,-0.0030763339008732515,-0.0028292902896293855
2021-06-10,4.621,7302.5,-0.008189700946530154,0.004432953796365879,-0.013262096207889155
2021-06-11,4.563,7312.3,-0.01263082994286413,0.0013411064768344971,-0.014136923887670433
2021-06-15,4.572,7379.5,0.001970443987298953,0.009148023883099654,-0.008540564155017421
2021-06-16,4.572,7386.2,0.0,0.0009075086802283749,-0.001005959160296589
2021-06-17,4.563,7359.0,-0.001970443987298953,-0.003689340375460759,0.0023258473017516504
2021-06-18,4.698,7368.9,0.029156584291455845,0.0013443873859930733,0.027646705971341678
2021-06-21,4.524,7235.3,-0.03774032798284721,-0.01829661700645424,-0.01659522609720571
2021-06-22,4.582,7342.2,0.012739025777429802,0.014666700913540609,-0.004137518280894776
2021-06-23,4.572,7298.5,-0.0021848380987394833,-0.005969677649044769,0.004741715612906888
2021-06-24,4.485,7275.3,-0.019212250421804855,-0.0031837982677647148,-0.015499078316182264
2021-06-25,4.582,7308.0,0.02139708852054434,0.004484589195028477,0.016265134241161428
2021-06-28,4.398,7307.3,-0.040985691898734355,-9.579002833071115e-05,-0.040834392910277274
2021-06-29,4.408,7301.2,0.002271179718043914,-0.0008351302809366246,0.0032752731183054284
2021-06-30,4.514,7313.0,0.023762606544730724,0.0016148680823206973,0.021940741388357936
2021-07-01,4.485,7265.6,-0.0064451828845846215,-0.006502704927264347,0.0010961928695554582
2021-07-02,4.64,7308.6,0.03397587072740449,0.0059008555902817506,0.027210319381932746
2021-07-05,4.766,7315.0,0.026793012438386388,0.0008752975202561686,0.025824207345009887
2021-07-06,4.756,7261.8,-0.002100399848014911,-0.007299302481611036,0.006359813938289008
2021-07-07,4.727,7326.9,-0.006116227017435971,0.008924774943539049,-0.01636972794649362
2021-07-08,4.698,7341.4,-0.006153865574378248,0.0019770531994929286,-0.008393494328600006
2021-07-09,4.572,7251.8,-0.02718614030415689,-0.01227984622020628,-0.012981102192312653
2021-07-12,4.582,7333.5,0.0021848380987394833,0.011203177791371033,-0.010696693983257557
2021-07-13,4.592,7332.1,0.002180074985961511,-0.00019092297679534909,0.0024411053823098477
2021-07-14,4.563,7354.7,-0.0063353570719999475,0.00307759591444956,-0.009844410389484807
2021-07-15,4.534,7335.9,-0.00637574985992817,-0.002559461187832568,-0.003382721383672166
2021-07-16,4.572,7348.1,0.008346193847227124,0.0016616729511262918,0.006470341463157799
2021-07-19,4.504,7286.0,-0.01498485509517522,-0.008487077819248512,-0.005154597994110409
2021-07-20,4.398,7252.2,-0.023815998704819652,-0.004649827475043722,-0.018411830456212787
2021-07-21,4.388,7308.7,-0.0022763497195856797,0.007760548257913058,-0.011186969602905583
2021-07-22,4.495,7386.4,0.024092125510599915,0.010575052107039795,0.011935107035998784
2021-07-23,4.408,7394.4,-0.01954459607297032,0.0010824854921498428,-0.020752382804369713
2021-07-26,4.456,7394.3,0.010830430774369626,-1.3523839147211447e-05,0.010886839560150933
2021-07-27,4.543,7431.4,0.019336084152283384,0.005004833153392951,0.013604052792145717
2021-07-28,4.495,7379.3,-0.010621918853682688,-0.007035483117441288,-0.00246600836845939
2021-07-29,4.475,7417.4,-0.004459316196764984,0.005149808295449532,-0.010358569604614294
2021-07-30,4.446,7392.6,-0.006501536184813972,-0.003349091584144759,-0.0025977059674212113
2021-08-02,4.417,7491.4,-0.0065440829276153245,0.013276196073841007,-0.021816744669640665
2021-08-03,4.379,7474.5,-0.008640344795128208,-0.002258468542949643,-0.0059944972611321035
2021-08-04,4.359,7503.2,-0.004577714563005708,0.0038323688051598026,-0.008957363118759384
2021-08-05,4.32,7511.1,-0.008987271000236552,0.0010523302090721387,-0.010160275022586346
2021-08-06,4.427,7538.4,0.024466751493984917,0.003628031488746686,0.02032279647844635
2021-08-09,4.427,7538.4,0.0,0.0,4.0809669663614e-05
2021-08-10,4.369,7562.6,-0.01318800378070506,0.0032050884996213114,-0.0168441138339726
2021-08-11,4.359,7584.3,-0.0022914767130433056,0.002865274722358535,-0.0055556274630233025
2021-08-12,4.369,7588.2,0.0022914767130433056,0.0005140879994591785,0.0017393099127132167
2021-08-13,4.398,7628.9,0.006615742163270655,0.005349258012499192,0.0004864328325408845
2021-08-16,4.32,7582.5,-0.017894489876550512,-0.006100706563749725,-0.010816800438354235
2021-08-17,4.282,7511.0,-0.008835212088527777,-0.009474347876723854,0.0021338148617225435
2021-08-18,4.262,7502.1,-0.004681656491065889,-0.001185631354294614,-0.0032732764911804356
2021-08-19,4.204,7464.6,-0.013702080661720517,-0.0050111351832171636,-0.007881160865519484
2021-08-20,4.117,7460.9,-0.020911710226937164,-0.0004957957958922066,-0.020299023288799744
2021-08-23,4.243,7489.9,0.030145823432420338,0.0038793959346836715,0.025711931281623916
2021-08-24,4.475,7503.0,0.05323578550663077,0.001747494258436788,0.05126094225735402
2021-08-25,4.718,7531.9,0.05287862925866471,0.0038443934570402405,0.048485110829207576
2021-08-26,4.882,7491.2,0.03416999098528484,-0.005418335706176336,0.040460597545109875
2021-08-27,4.989,7488.3,0.021680516908131997,-0.0003871958391457042,0.02216793887400639
2021-08-30,4.882,7504.5,-0.021680516908131997,0.002161038138922322,-0.024132363687340952
2021-08-31,4.931,7534.9,0.009986835271220906,0.004042719976029119,0.005364556475328678
2021-09-01,5.086,7527.1,0.030949859757938736,-0.001035719120604739,0.03218532300575876
2021-09-02,5.057,7485.7,-0.005718244902081837,-0.005515307596740016,0.0006842141993616737
2021-09-03,5.173,7522.9,0.02267936892353206,0.004957168047367233,0.01700231703450195
2021-09-06,5.221,7528.5,0.009236163407037257,0.000744116860676769,0.008418669070828149
2021-09-07,5.26,7530.3,0.007442072321203197,0.00023906287467490017,0.007207134142871138
2021-09-08,5.192,7512.0,-0.01301204734782968,-0.0024331397496730744,-0.010164724744037427
2021-09-09,5.066,7369.5,-0.024567427822305365,-0.019151880611286032,-0.0024358193583333652
2021-09-10,5.154,7406.6,0.017221560650689804,0.005021633308100348,0.01147015109762754
2021-09-13,5.144,7425.2,-0.001942125294855046,0.002508125750154022,-0.004794321404729642
2021-09-14,5.26,7437.3,0.022300039814300288,0.0016282594009524587,0.020462728398028072
2021-09-15,5.26,7417.0,0.0,-0.0027332169994611633,0.0031934476806116914
2021-09-16,5.279,7460.2,0.0036056590918607245,0.005807560753350316,-0.003052281021428128
2021-09-17,5.357,7403.7,0.014667431057344027,-0.007602348255996816,0.023477193974790533
2021-09-20,5.212,7248.2,-0.027440457636224602,-0.02122671307281543,-0.00291562694150543
2021-09-21,5.328,7273.8,0.022012273975489327,0.0035256888194954428,0.017986366443662066
2021-09-22,5.299,7296.9,-0.005457809727462903,0.0031707494290973415,-0.009074311268484313
2021-09-23,5.541,7370.2,0.044656866374587656,0.009995242447551789,0.03316863123185411
2021-09-24,5.463,7342.6,-0.014176900471632115,-0.003751839537747159,-0.009808519321178131
2021-09-27,5.618,7384.2,0.02797763926847141,0.005649579086851375,0.021501923620688104
2021-09-28,5.56,7275.6,-0.01037762041956114,-0.014816298540660355,0.006753096846187613
2021-09-29,5.367,7196.7,-0.035329015067799174,-0.010903696261699736,-0.022711301587993907
2021-09-30,5.493,7332.2,0.023205461165791696,0.01865301967043287,0.0017308848110152014
2021-10-01,5.531,7185.5,0.006894076652057546,-0.020210500760116545,0.030246753959453445
2021-10-04,5.628,7278.5,0.01738550823960172,0.012859690490413911,0.0025932662133703478
2021-10-05,5.56,7248.4,-0.01215603098965179,-0.004144042166712936,-0.0073352624450336995
2021-10-06,5.444,7206.5,-0.021084023473271207,-0.005797358314845624,-0.014356232056431502
2021-10-07,5.405,7256.7,-0.007189633698048148,0.006941783504037957,-0.015155846721027261
2021-10-08,5.415,7320.1,0.0018484293617824221,0.008698809037033683,-0.008144430459683846
2021-10-11,5.357,7299.8,-0.0107687635541307,-0.0027770385633321126,-0.007524769748573211
2021-10-12,5.299,7280.7,-0.010885993388198179,-0.0026199390864967143,-0.007823206483618173
2021-10-13,5.376,7272.5,0.014426479710223372,-0.0011269000450440103,0.015767115891007488
2021-10-14,5.405,7311.7,0.0053798478703230845,0.00537569347654987,-0.0007799535321374156
2021-10-15,5.512,7362.0,0.01960308262018584,0.0068558300930607885,0.011736012837816853
2021-10-18,5.57,7381.1,0.010467520227835259,0.0025910440389971257,0.007519681748817972
2021-10-19,5.541,7374.9,-0.0052200640539799,-0.0008403361839057766,-0.004209965888057594
2021-10-20,5.551,7413.7,0.0018031018228115148,0.00524729711087879,-0.00420860037531869
2021-10-21,5.512,7415.4,-0.007050557996666873,0.00022927891880719642,-0.007274210839377193
2021-10-22,5.522,7415.5,0.001812579796605318,1.3485358273612746e-05,0.0018378347360396726
2021-10-25,5.376,7441.0,-0.026795510287114244,0.003432844215243591,-0.030714325909102835
2021-10-26,5.357,7443.4,-0.0035404863220251936,0.00032248528940392873,-0.003871648355137777
2021-10-27,5.357,7448.7,0.0,0.0007117868163337704,-0.0007802031417260247
2021-10-28,5.299,7430.4,-0.010885993388198179,-0.0024598274394804776,-0.008007887782058217
2021-10-29,5.183,7323.7,-0.022134084303055745,-0.014464028331426348,-0.005409694252443847
2021-11-01,5.338,7370.8,0.029467011774763074,0.006410583728614583,0.0221135128552514
2021-11-02,5.347,7324.3,0.0016846049842620392,-0.006328661281818526,0.009025229531196603
2021-11-03,5.386,7392.7,0.007267338422812797,0.00929543962885404,-0.003413706889464529
2021-11-04,5.483,7428.0,0.017849402032503958,0.004763616664854808,0.01239560261325598
2021-11-05,5.444,7456.9,-0.007138311632691519,0.0038831347626935298,-0.011576516346779697
2021-11-08,5.667,7452.2,0.040145792398262437,-0.0006304874413203265,0.040913839851579425
2021-11-09,5.657,7434.2,-0.0017661608264634143,-0.0024183158819290895,0.0010640631390106342
2021-11-10,5.531,7423.9,-0.022525085348477747,-0.0013864493643094278,-0.020885071163754255
2021-11-11,5.454,7381.9,-0.014019346589144277,-0.005673467513915398,-0.007434457418374471
2021-11-12,5.473,7443.0,0.003477627738384337,0.00824293532609488,-0.0059894030729517565
2021-11-15,5.463,7470.1,-0.0018288227482003983,0.0036343925582045244,-0.005980114959931955
2021-11-16,5.415,7420.4,-0.008825208960626663,-0.006675421853897134,-0.0010846123073980718
2021-11-17,5.434,7369.9,0.003502630551202035,-0.006828826493920914,0.011420172283906613
2021-11-18,5.376,7379.2,-0.010730907783307542,0.001261094064387791,-0.012144711151523376
2021-11-19,5.309,7396.5,-0.012541109619313984,0.0023416836976046795,-0.015201322603958962
2021-11-22,5.095,7353.1,-0.04114382692684648,-0.005884922337344278,-0.034315034504314515
2021-11-23,5.095,7410.6,0.0,0.007789414677077389,-0.00894391594810926
2021-11-24,5.066,7399.4,-0.0057081150952045245,-0.001512491848091102,-0.003922716798848935
2021-11-25,5.124,7407.3,0.011383832455004184,0.0010670845967872822,0.010193809936300754
2021-11-26,4.844,7279.3,-0.05619455834364184,-0.01743129669921828,-0.036047562972329486
2021-11-29,4.747,7239.8,-0.020227986121664987,-0.005441122032689094,-0.013911096599635284
2021-11-30,4.902,7256.0,0.03213044553673994,0.0022351311061612478,0.029593135984210234
2021-12-01,4.795,7235.9,-0.02206957677051924,-0.0027739651652201047,-0.01882912798598006
2021-12-02,4.776,7225.2,-0.003970332245100572,-0.001479832371350298,-0.002222605128095554
2021-12-03,4.805,7241.2,0.00605366633195481,0.0022120232433859854,0.003543010618674395
2021-12-06,4.824,7245.1,0.003946417002628433,0.0005384397802377094,0.003366161561794569
2021-12-07,5.008,7313.9,0.03743317437291327,0.009451268924753009,0.026572387253978362
2021-12-08,4.979,7405.4,-0.005807566137751907,0.012432816591928741,-0.02010742908156456
2021-12-09,4.921,7384.5,-0.011717305776204334,-0.0028262549323425645,-0.008416543190219316
2021-12-10,4.853,7353.5,-0.013914691460762185,-0.004206818525997136,-0.009021513320964744
2021-12-13,4.795,7379.3,-0.012023362087677514,0.003502392807003929,-0.016022398758355167
2021-12-14,4.747,7378.4,-0.010060868766220699,-0.00012197022586413198,-0.009879372144024961
2021-12-15,4.718,7327.1,-0.006127858583697465,-0.006977009704003834,0.0019606055531864435
2021-12-16,4.689,7295.7,-0.006165640878034173,-0.0042946697297754355,-0.001171130482366228
2021-12-17,4.63,7304.0,-0.01266247200930648,0.001137009787075982,-0.013933149965492699
2021-12-20,4.63,7292.2,0.0,-0.0016168595347654247,0.001905781542980009
